"site","mean_comp_B","sd_comp_B","count_comp","count_comp_presnt","mean_cons_B","sd_cons_B","mean_DD_B","sd_DD_B","cons_present","network_ID","site_designation","site_status","Island","Side","pred_B_3root","prey_B_3root","DD_B_3root"
"SCI_SCORPION_E",-1.23633780671365,4.87829091521058,11,5,0.0751001679865506,0.553156787726248,-8.11515889747241,14.0460858451388,TRUE,43,"SMR","MPA","SCI","North",0.421903993468236,-1.07327838559447,-2.00955089241408
"SCI_SCORPION_E",0,0,3,1,-0.44443482907137,0.769783704604802,-8.49790206112438,16.5326719932243,TRUE,18,"SMR","MPA","SCI","North",-0.763137324901946,0,-2.04065963394861
"SCI_SCORPION_E",0,0,3,1,-0.672697368118677,1.16514601969941,-8.59412996505203,16.2618150661028,TRUE,22,"SMR","MPA","SCI","North",-0.876206713012784,0,-2.04833336402755
"SCI_SCORPION_E",0,0,2,0,0,0,-2.30903269244784,5.73141274722609,TRUE,36,"SMR","MPA","SCI","North",0,0,-1.32173186596817
"SCI_SCORPION_E",-4.82052377245335,9.10256596441481,8,5,1.3957378767353,6.03360185625476,-16.2126729134639,16.8594895104748,TRUE,26,"SMR","MPA","SCI","North",1.11755255234786,-1.68926613708388,-2.53095762326311
"SCI_SCORPION_E",0,0,5,1,-1.31369228589156,2.93750525277062,-4.19631048813776,9.7204632651391,TRUE,23,"SMR","MPA","SCI","North",-1.09521121726106,0,-1.61295606601991
"SCI_SCORPION_E",-0.231444810582063,1.61734376450628,25,11,0.0103310037448878,0.857643495465953,-3.22024056860732,6.43501042701582,TRUE,27,"SMR","MPA","SCI","North",0.217794799929194,-0.613972824841454,-1.47671302554598
"SCI_SCORPION_W",-5.8339729280204,9.11791230671304,3,2,-4.31371005883484,4.20731811808992,-26.6565392808631,23.5919682863439,TRUE,20,"SMR","MPA","SCI","North",-1.62785974494791,-1.80020295324958,-2.98722490885974
"SCI_SCORPION_W",0,0,2,0,0,0,-1.65620130803379,4.60067562064543,TRUE,6,"SMR","MPA","SCI","North",0,0,-1.18314427817442
"SCI_SCORPION_W",0,0,3,1,0.108991955044621,0.188779603753547,-3.09835191104594,5.64441168344801,TRUE,2,"SMR","MPA","SCI","North",0.477673865644688,0,-1.45784129453068
"SCI_SCORPION_W",-0.0590650133782843,0.426238196774551,3,3,-0.054800478366105,0.397872554179872,0.0166675123641182,0.36676475758338,TRUE,11,"SMR","MPA","SCI","North",-0.379834827491181,-0.389442581667107,0.255440797831004
"SCI_SCORPION_W",-0.185587089693159,0.89990608999994,10,3,-0.559058802147207,1.41916038131169,-1.59463303254054,4.11792364505432,TRUE,19,"SMR","MPA","SCI","North",-0.82379502186242,-0.570404032505314,-1.16829787132063
"SCI_SCORPION_W",0.120604610861868,0.671989817192787,5,4,0.389599502175155,0.378064418507177,0.183835500590956,0.891006093074906,TRUE,5,"SMR","MPA","SCI","North",0.730364178192563,0.494069415606,0.568603847449132
