"Island","site_status","network_ID","mean_comp_B","sd_comp_B","count_comp","count_comp_presnt","mean_cons_B","sd_cons_B","mean_DD_B","sd_DD_B","pred_B_3root","prey_B_3root","DD_B_3root"
"Anacapa","reference","26",-0.0488296934932008,1.35897474380289,8,6,0.384631062969254,2.64466145491621,0.212172762322212,1.10083737000355,0.727246185021903,-0.365506130879027,0.596435122774612
"Anacapa","reference","27",0.00814014807702242,0.152137687011066,25,14,0.0391230937271244,0.142107753129405,0.615134933377446,0.442786623105632,0.339477553229776,0.201161146292228,0.850465688705066
"Anacapa","reference","3",-0.201684877831539,0.786128429974953,4,2,0.275048538168465,1.8014871546482,-2.85633005005881,7.55330218207426,0.650333980766915,-0.58644116180459,-1.41884884056875
"Anacapa","reference","30",0,0,4,1,1.06536549672278,2.13073099344555,-0.682602087340674,2.38719530109476,1.02133028297804,0,-0.880486167028083
"Anacapa","reference","36",0,0,2,0,0,0,0.848518785567467,0.262373159789384,0,0,0.946717679070184
"Anacapa","reference","37",-0.413055256767058,0.990740640157849,4,2,-0.252121070975789,0.393668549171803,-1.70029432306665,3.5402213509159,-0.63173709804393,-0.744736634543596,-1.19355206435147
"Anacapa","reference","43",-0.065569917540436,0.66700737904623,11,5,-0.0108685044874724,0.764706673867896,-0.912498503293488,2.82441207907499,-0.221508262069187,-0.403244277068542,-0.969938176983546
"Anacapa","reference","46",0.180496585980963,1.07966908002529,5,3,0.492174277712793,0.717877501781986,-3.0034516389823,6.65141150240716,0.789537879445156,0.565140368685607,-1.44280248329304
"Anacapa","reference","5",0.177314217480341,1.04767091663496,5,3,-0.131928101039601,0.557749366202493,-3.15411461320315,6.51236427577414,-0.509071874755743,0.561799290756686,-1.46653519572506
"Anacapa","reference","6",0,0,2,1,-0.307016724972835,0.434187216331954,0.263938344372489,0.637627401032095,-0.67461192139453,0,0.6414569220751
"SCI","MPA","1",-1.12735850412503,3.26299752123688,6,5,-6.86380170713618,4.46524843449725,-7.66588549968769,5.39495416196491,-1.90044326750493,-1.04076820218557,-1.97176026024918
"SCI","MPA","10",-0.191957022009832,0.908211681888826,16,15,0.453858309302621,0.598054399105198,-1.12900134422718,2.31972445542882,0.768493320306723,-0.576856779780317,-1.04127350901968
"SCI","MPA","11",-0.681719778207133,1.87287185846527,3,3,-0.195825297018367,0.749195192871959,-0.0486207110176343,0.626016037131169,-0.580705934946245,-0.880106640919028,-0.364983951299454
"SCI","MPA","15",0.119400308424427,0.441594617171105,2,2,-0.33948666645538,0.308784523350765,0.0234266667604878,0.514507813227979,-0.697601770125921,0.492419394230143,0.286134461528275
"SCI","MPA","16",-0.27594468601454,0.725238682784815,4,4,0.0595458315714406,0.205390871857479,-0.137407857005772,0.257997953969689,0.39049647831454,-0.651039509082414,-0.516024738169802
"SCI","MPA","17",-4.02956437286216,7.02499689026656,3,2,4.95671503332463,5.28229077601036,-23.156508357252,29.5999080459876,1.70502722193471,-1.59130233250263,-2.85030296798699
"SCI","MPA","18",0,0,3,1,-0.0232083350310305,0.0401980154328255,0.433093545320876,0.721766808916977,-0.285242780838627,0,0.756589953941661
"SCI","MPA","19",-0.0659967306350011,1.76344706475245,10,7,-1.98703638260411,2.22904947242446,-4.34619427137116,5.40387295526005,-1.25719295798044,-0.404117329078966,-1.63193570721166
"SCI","MPA","2",-0.225562904310722,0.735671758264446,3,2,-1.6791600534493,2.28864176291144,-3.25847740527365,4.19463402050469,-1.18858623940119,-0.608726991639049,-1.48253482779763
"SCI","MPA","20",-0.377034384510672,0.794499585702911,3,2,-0.122672300048445,0.587427380139347,0.306999434701237,0.715752765977148,-0.496876933591631,-0.722426474167988,0.674599257109094
"SCI","MPA","22",-0.427281691494089,1.20402384390009,3,3,-0.0762061845285341,0.73793950940764,0.124501463305534,0.247408184217041,-0.423965065741487,-0.753190374764931,0.499334398750502
"SCI","MPA","23",-0.115713405567551,0.789978074000436,5,4,-0.223170579282574,1.01112457147209,0.254092395489208,0.603722056742719,-0.606567281034076,-0.487297920986381,0.633379334245949
"SCI","MPA","24",-0.649966190235863,2.0333854077494,21,19,0.451317986591398,5.051613053512,-4.35808928096388,6.19584726900916,0.767056840632756,-0.866224085931853,-1.63342315479024
"SCI","MPA","26",-1.03055043834162,2.28051784045923,8,5,-0.70956935102234,0.83857353000079,-2.74105964755428,4.79553411371253,-0.891931734397092,-1.01008150123009,-1.3994997613396
"SCI","MPA","27",-0.795785826180969,2.22217446571084,25,21,0.275444667166537,1.89108297241036,-3.89646097653594,5.29208279499318,0.65064603789761,-0.926684857611003,-1.57358464959058
"SCI","MPA","30",-0.0989381009997421,0.271057445004246,4,2,-0.609611505957262,0.704433411682826,-1.09594202864087,2.24604350452662,-0.847912527484511,-0.462510067080202,-1.03100916853358
"SCI","MPA","32",-0.299430593703093,0.581970316857932,2,2,0.135579010678189,1.49650491275316,-0.105856555758521,0.291287143729971,0.513725141189263,-0.669009149244526,-0.473048772373372
"SCI","MPA","34",-0.499570626602351,2.08452370324917,16,12,-2.26750971893792,2.66450712316091,-3.63636307577661,4.79412152723374,-1.31376106162968,-0.793473264990758,-1.53776184063606
"SCI","MPA","35",0,0,2,1,0.059927476249161,0.084750249670355,0.35464791632199,0.874545723216062,0.391328966696474,0,0.70783571331635
"SCI","MPA","36",0,0,2,0,0,0,0.480740563232025,0.899383726791731,0,0,0.783375988970678
"SCI","MPA","37",-0.0450817866599429,0.361823126632638,4,2,-0.264415195757232,0.829716968392619,-1.00636617118252,3.56658885035546,-0.641842991529266,-0.355904686272625,-1.00211756979387
"SCI","MPA","38",-0.0478139425480122,1.19972350378718,4,3,0.056981481496705,1.13155896846916,0.375692737229915,1.10869727519215,0.38480843113919,-0.362953942728169,0.721568556438399
"SCI","MPA","39",-0.59776963401794,1.00294065333636,9,6,0.761954719857369,1.35230597039115,-1.6390062792591,2.46301708517188,0.913362242917081,-0.842386276809737,-1.17903547516651
"SCI","MPA","40",0.00565030181640919,0.783414178487327,4,3,0.140263761345854,0.335904092168367,0.013631043166139,1.09721789352366,0.519575295906922,0.178110920811921,0.238878115557785
"SCI","MPA","42",-0.266815408875707,0.970200079673663,13,7,-1.3008760879009,1.80905344346533,-1.60897764499195,3.93910136516711,-1.0916379962384,-0.643779241679785,-1.17179058259383
"SCI","MPA","43",-0.429278348192247,1.84381107840029,11,7,-1.10632751020145,1.52671336241633,-2.27583243428705,4.00171760406655,-1.03425565444161,-0.754361753598708,-1.31536645115159
"SCI","MPA","44",-0.0354411603626907,0.180994938986066,4,2,0.330626496161632,0.74447262165764,0.385023279238675,0.578404693496579,0.691479355000529,-0.328475244187575,0.7274932970501
"SCI","MPA","45",0.0948790524154072,0.638613338881581,7,6,-0.336440790753514,0.887324671101569,0.0795852344977636,0.690003650398138,-0.695509204150369,0.456096541987697,0.430140993061105
"SCI","MPA","46",0.0273659283056165,0.412025163879962,5,4,-0.810136003290313,1.54977954106324,-0.0547900616694558,1.02284563285545,-0.932221920946018,0.301349213005119,-0.379810759119175
"SCI","MPA","5",-0.330942747007692,1.3705828638972,5,5,-0.101693976667776,0.436320535963525,-0.115773021556761,0.887915296859402,-0.466765136252016,-0.691699756013346,-0.487381592536408
"SCI","MPA","6",0,0,2,1,-12.0093875503631,16.9838387495181,-19.3560609936465,22.7987510330034,-2.29002533297447,0,-2.68496725769234
"SCI","MPA","7",-0.187128130310579,0.953034756593663,14,13,0.0266803441783055,0.520965163262321,-0.525872273220454,2.15169292727271,0.298811386428076,-0.571978484600135,-0.807160853772516
"SCI","all","11",-0.200939148266408,0.449459170211418,3,3,-0.115495859297482,0.079364103415689,0.245369450013223,0.51961049661294,-0.486992348932558,-0.585717480664076,0.626046842957377
"SCI","all","13",-0.424826254098871,1.40443809370794,4,3,-0.0976478051658029,0.751556788223714,0.23420990598389,1.1289510342528,-0.460490662905727,-0.751744828932655,0.616408217695882
"SCI","all","16",-0.00854987530278402,0.447846595263041,4,4,0.102748422791971,0.490157944198732,0.158823645802355,0.427267145194275,0.468372859519396,-0.204481141190345,0.541549784081281
"SCI","all","17",0.0274968837944814,0.897115624038512,3,3,-0.199257060169977,0.78689197108493,0.058557214787349,0.503512342872499,-0.584078526073976,0.301829135231675,0.388323318708209
"SCI","all","19",-0.345133106924503,1.73825359303498,10,9,-1.12662705148416,1.20229085684166,-3.66837141381467,4.46310374539624,-1.0405430631106,-0.701448095394087,-1.54226061061412
"SCI","all","2",-1.2290114021215,1.9039763310368,3,2,-1.18922925546352,1.09130191347933,-2.55246310622363,3.43442160882334,-1.05946966928787,-1.07115414002339,-1.36663694738756
"SCI","all","22",-0.135240802714698,0.820749807730551,3,3,0.127388261322684,0.879538428824836,0.123068943872197,1.03804488950594,0.503164280839898,-0.513297615311335,0.497411884931815
"SCI","all","23",-0.053520416540579,0.87192978181084,5,4,-0.20809515158257,0.617080236297706,0.344395285663568,0.987145791783794,-0.592589548045688,-0.376854028018081,0.700947889777096
"SCI","all","24",-0.00529254370472741,1.4202646983609,21,21,-0.18997267994703,4.38203863021137,-2.89105709302327,5.5567453821995,-0.57486215215743,-0.174269539800012,-1.42457577900989
"SCI","all","26",-0.100250283404882,0.770884136614178,8,7,0.064559270958341,1.04637488914391,-0.119679429182876,1.18256373638528,0.401161770287597,-0.464545798298408,-0.492802803381763
"SCI","all","27",-0.114382565722365,1.28450464006519,25,24,0.0282950885307777,0.338026163285451,-1.96906417025986,3.78027467539737,0.304721912722438,-0.48542254701176,-1.25339114809425
"SCI","all","30",-0.0122529868283946,0.144047541765503,4,3,0.235507166343385,0.361027369796078,0.232332729764288,0.77568213977631,0.617544193130243,-0.230540548566169,0.614756975178777
"SCI","all","34",-0.117131559841335,1.31342987896292,16,15,-0.44964652409774,1.70649001396898,-1.92839378315007,4.40503997208918,-0.766108733969501,-0.489280576684609,-1.24470158020216
"SCI","all","37",0.148906876734804,0.546348344480649,4,3,-0.00159074297404124,0.511551063604103,-0.0109900895306754,0.714941517752894,-0.116734708879401,0.530035451212134,-0.222331199029721
"SCI","all","39",-0.056322281736509,0.954137289978589,9,8,-0.0707121822691587,0.224182794627689,-1.48051588456221,3.17306966003282,-0.413521486287727,-0.383318764990202,-1.13973623849664
"SCI","all","40",0.0902820190804793,0.642203487113955,4,3,-1.913301330008,3.79760329063892,-4.31343253797023,8.51983906767165,-1.24144587887634,0.448608076077013,-1.62782483495736
"SCI","all","43",-0.136725122794658,1.20319323866098,11,9,-0.162079095423318,1.14348074552494,-1.16304425014904,2.95576733040448,-0.545224883119874,-0.515168666650355,-1.05163592308428
"SCI","all","45",0.0607925706775529,0.53205050207416,7,6,-0.0718574445178343,0.125247751730542,-0.0887622885928062,0.545848421859001,-0.415742020842103,0.393203012165723,-0.446076656695849
"SCI","all","46",-0.15905683375424,0.807340894760155,5,4,-0.178822373428761,0.608211149742023,0.309557822829921,0.816633055821096,-0.563387601126329,-0.541814692435155,0.676468006004214
"SCI","all","5",-0.245248365317495,0.930444584149055,5,5,0.0258096324075761,0.209088980501559,0.0182887320498187,1.03036239836418,0.295524805193524,-0.625943845668662,0.263467994532334
"SCI","reference","11",-0.341047656040492,0.600544638263761,3,3,-0.25352688913727,0.0642943098310978,0.102600011785196,0.116765634024765,-0.632909103609192,-0.698669346978178,0.468147243137014
"SCI","reference","13",-0.236621794593477,1.03036952025474,4,2,-0.426346630999274,0.635808682616894,-1.07035056320023,2.02682330002982,-0.752640547839446,-0.618516915288497,-1.02292081027058
"SCI","reference","16",0.319420434011901,0.993264225521148,4,4,0.500302704066067,1.15867877145283,0.24047849661088,0.707535248610161,0.793860664589678,0.683577194166702,0.621859227085399
"SCI","reference","17",0.111579059067511,0.586702707378164,3,3,-0.345235581531196,0.712914983833756,-0.0556744057664208,0.475857990148655,-0.701517511611887,0.48142380926771,-0.381843319438759
"SCI","reference","19",-0.046931556822295,0.695222111991319,10,7,0.0861862567343444,0.923018157752921,0.199533095046437,0.71062291319383,0.441718924670735,-0.360707345944021,0.584348113595717
"SCI","reference","2",0,0,3,1,-0.0780029948025763,0.135105150140593,0.693477053788857,0.374434993942045,-0.427271336377256,0,0.885137414175498
"SCI","reference","22",-0.460183458601592,1.4893411618938,3,2,-0.100749238297912,0.279497456194476,-1.03201615730427,2.18856208647054,-0.465315218954363,-0.77204687235071,-1.01056014326513
"SCI","reference","23",-0.227830033773946,1.39209406936853,5,3,-0.649186520443509,0.671270833421685,-1.27257606913714,1.95458228773488,-0.865877586380209,-0.610759632133492,-1.08366384515543
"SCI","reference","26",-0.0100538253363491,0.76824844803183,8,7,-0.914284034556471,2.10014813097245,0.110881727079961,0.775067301263397,-0.970570406901741,-0.215829321447217,0.480418799826623
"SCI","reference","27",-0.0802238096075681,1.12528632433213,25,22,-0.0649054137150655,0.292208916705767,-1.16787232616651,3.00775757336847,-0.401877452714442,-0.431288383193839,-1.05308911185498
"SCI","reference","30",0.116171506929814,0.405621155748787,4,3,-0.36333031453902,0.268369000327265,0.113411171283801,0.844817208423024,-0.713565555853885,0.48794013381695,0.484044487526469
"SCI","reference","34",-0.149600209120623,1.30775866420233,16,13,0.405380556567437,1.10421105431644,-1.37727785633225,2.87949641035248,0.740095286346548,-0.530856818810283,-1.11260375586302
"SCI","reference","37",0.121305505835317,0.296752350000296,4,3,0.200491941158132,0.477810269556398,0.0600913528662633,0.561101179854373,0.585282636608562,0.495024664057345,0.391685349132604
"SCI","reference","39",0.0443013700759907,0.947389552614416,9,7,-0.0510628959146187,0.64140498148426,-1.86758616438546,3.27888233674555,-0.370995362066723,0.35383901645357,-1.23147863781437
"SCI","reference","40",-0.039138566671187,0.164343075983247,4,2,0.284509047281093,0.419831012722514,0.524927956702415,0.468118593860736,0.657706338228362,-0.339522301095814,0.80667742077819
"SCI","reference","43",-0.0419433315607941,1.4653937895533,11,8,0.723173628450237,2.03992314682125,-4.38282080870826,8.74722402986237,0.897595900067777,-0.347446259994056,-1.63650714195908
"SCI","reference","45",-0.0461813462186818,0.813579695738317,7,6,0.104797566949878,0.698556330122241,-0.0156647150741894,0.832876380944169,0.471466022927901,-0.358775019116365,-0.250211634521773
"SCI","reference","46",-0.0857920606375974,0.283027813574009,5,3,-0.0988889228042139,0.205696196998358,0.513396877273826,0.760508156174531,-0.462433422592599,-0.441044455110305,0.80072687960431
"SCI","reference","5",-0.226961895489138,0.612398479860832,5,4,-0.07970152955414,0.418930189109086,0.271159104429571,0.485802334441452,-0.430350407639809,-0.609982885383067,0.647253981007224
"SMI","MPA","18",0,0,3,1,-6.38502168086803,11.0591819586923,-13.8348701007366,22.069731694978,-1.85518600207114,0,-2.40062889194741
"SMI","MPA","2",0,0,3,1,-2.84182408815395,4.92218370685574,-3.77602848834667,6.08174652713487,-1.41644287356183,0,-1.55720248247757
"SMI","MPA","22",0,0,3,1,-1.91082379875893,3.30964390376224,-12.1997067301226,22.5257451528887,-1.24090979856865,0,-2.30205907164071
"SMI","MPA","23",0,0,5,1,-2.94719678933766,6.59013236402814,-11.1145884891929,27.9498095250874,-1.43373772203877,0,-2.2316759298069
"SMI","MPA","24",-0.0583469216887683,0.457638500208679,21,13,0.10651483551881,0.28520366917615,0.306320311753962,1.09552039467188,0.474027314084717,-0.387857906857664,0.674101455898959
"SMI","MPA","27",-0.397983477614089,0.77570226701989,25,16,0.0997390608391281,1.04766045912713,-0.543926607775409,1.99245575074132,0.463754807594787,-0.735566057909931,-0.816294307733903
"SMI","MPA","30",-1.9784677384311,4.62622877183039,4,2,-6.15709510423252,8.14088241959629,-16.0696538745373,19.184750069751,-1.83284309321453,-1.2553832342164,-2.5234934056934
"SMI","MPA","32",0,0,2,1,-3.97962463765101,5.62803913572017,-7.92087299864663,10.7230921677056,-1.58470113982273,0,-1.99338422309877
"SMI","MPA","34",-1.02213255379953,2.59812545672508,16,10,-1.17157593791327,1.41009483254601,-2.71499274813342,5.78783527719568,-1.05420113911411,-1.0073237496817,-1.39504930785549
